date,max_temperature_f,min_temperature_f,max_visibility_miles,events
06/27/2015,74.0,58.0,10.0,
06/28/2015,72.0,60.0,10.0,
06/29/2015,73.0,57.0,10.0,
06/30/2015,82.0,57.0,10.0,
07/01/2015,76.0,58.0,10.0,
07/02/2015,74.0,60.0,10.0,
07/03/2015,73.0,60.0,10.0,
07/04/2015,71.0,60.0,10.0,
07/05/2015,75.0,61.0,10.0,
07/06/2015,73.0,61.0,10.0,Rain
07/07/2015,73.0,61.0,10.0,
07/08/2015,69.0,60.0,10.0,
07/09/2015,67.0,59.0,10.0,Rain
07/10/2015,73.0,61.0,10.0,
07/11/2015,74.0,61.0,10.0,
07/12/2015,75.0,63.0,10.0,
07/13/2015,74.0,62.0,10.0,
07/14/2015,70.0,60.0,10.0,
07/15/2015,77.0,58.0,10.0,
07/16/2015,76.0,60.0,10.0,
07/17/2015,74.0,61.0,10.0,
07/18/2015,75.0,60.0,10.0,
07/19/2015,87.0,61.0,10.0,
07/20/2015,79.0,62.0,10.0,
07/21/2015,70.0,60.0,10.0,
07/22/2015,69.0,60.0,10.0,
07/23/2015,69.0,60.0,10.0,
07/24/2015,74.0,59.0,10.0,
07/25/2015,70.0,60.0,10.0,
07/26/2015,71.0,58.0,10.0,
07/27/2015,81.0,56.0,10.0,
07/28/2015,87.0,56.0,10.0,
07/29/2015,79.0,60.0,10.0,
07/30/2015,75.0,61.0,10.0,
07/31/2015,72.0,61.0,10.0,
08/01/2015,75.0,62.0,10.0,
08/02/2015,73.0,63.0,10.0,
08/03/2015,75.0,64.0,10.0,
08/04/2015,75.0,62.0,10.0,
08/05/2015,77.0,57.0,10.0,
08/06/2015,72.0,58.0,10.0,Rain-Thunderstorm
08/07/2015,77.0,61.0,10.0,
08/08/2015,70.0,62.0,10.0,
08/09/2015,72.0,59.0,10.0,
08/10/2015,73.0,60.0,10.0,
08/11/2015,73.0,61.0,10.0,
08/12/2015,78.0,55.0,10.0,
08/13/2015,76.0,64.0,10.0,
08/14/2015,76.0,61.0,10.0,
08/15/2015,92.0,57.0,10.0,
08/16/2015,93.0,61.0,10.0,
08/17/2015,80.0,59.0,9.0,
08/18/2015,75.0,61.0,10.0,
08/19/2015,74.0,63.0,10.0,
08/20/2015,70.0,62.0,10.0,
08/21/2015,69.0,62.0,10.0,
08/22/2015,75.0,61.0,10.0,
08/23/2015,73.0,61.0,10.0,
08/24/2015,75.0,61.0,10.0,
08/25/2015,74.0,60.0,10.0,
08/26/2015,79.0,58.0,10.0,
08/27/2015,84.0,59.0,10.0,
08/28/2015,91.0,62.0,10.0,
08/29/2015,76.0,65.0,10.0,Rain
08/30/2015,78.0,61.0,10.0,
08/31/2015,78.0,60.0,10.0,
